athleticsHostname,groupSize,collegeId,collegeName,slug,city,state,canonicalDivision,baseballWebsiteUrl,importedCoachCount
njcaastats.prestosports.com,404,cmox1ggmr003oqtsg3cn8o7i8,Florida Southwestern State College,florida-southwestern-state-college,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/floridasouthwesternstatecollege,0
njcaastats.prestosports.com,404,cmox236jq0043qtfko5qccn8c,Florida State College at Jacksonville,florida-state-college-at-jacksonville,,FL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/floridastatecollegeatjacksonville,0
njcaastats.prestosports.com,404,cmox1ggo4003rqtsg418l5apx,Fort Scott Community College,fort-scott-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/fortscottcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggpi003uqtsgy8kfqmqq,Frank Phillips College,frank-phillips-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/frankphillipscollege,0
njcaastats.prestosports.com,404,cmox236l30046qtfk8xqh107a,Frederick Community College,frederick-community-college,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/frederickcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggqw003xqtsgkvi3h0qp,Frontier Community College,frontier-community-college,,IL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/frontiercommunitycollege,0
njcaastats.prestosports.com,404,cmox2o1ne002fqtbkjdq0ry1a,Fulton-Montgomery Community College,fulton-montgomery-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/fultonmontgomerycommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggs80040qtsgq3b315gk,Gadsden State Community College,gadsden-state-community-college,,AL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gadsdenstatecommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggu50043qtsgg2ijv30h,Galveston College,galveston-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/galvestoncollege,0
njcaastats.prestosports.com,404,cmox1ggvg0046qtsgg6sclzdp,Garden City Community College,garden-city-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gardencitycommunitycollege,0
njcaastats.prestosports.com,404,cmox236mg0049qtfkd4dhqzk6,Garrett College,garrett-college,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/garrettcollege,0
njcaastats.prestosports.com,404,cmox236nw004cqtfkxex1lctm,GateWay Community College - AZ,gateway-community-college-az,,AZ,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/gatewaycommunitycollegeaz,0
njcaastats.prestosports.com,404,cmox2o1ou002iqtbkuljo3neq,Genesee Community College,genesee-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/geneseecommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggy2004cqtsgm31b5u32,Georgia Highlands College,georgia-highlands-college,,GA,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/georgiahighlandscollege,0
njcaastats.prestosports.com,404,cmox236p8004fqtfkadp9pq5g,Glen Oaks Community College,glen-oaks-community-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/glenoakscommunitycollege,0
njcaastats.prestosports.com,404,cmox236qo004iqtfkel4gr7m2,Glendale Community College,glendale-community-college,,AZ,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/glendalecommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggzh004fqtsg10bvwc95,Gordon State College,gordon-state-college,,GA,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gordonstatecollege,0
njcaastats.prestosports.com,404,cmox236s9004lqtfkn6j77qyp,Grand Rapids Community College,grand-rapids-community-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/grandrapidscommunitycollege,0
njcaastats.prestosports.com,404,cmox1gh15004iqtsg9a2lit5i,Grayson College,grayson-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/graysoncollege,0
njcaastats.prestosports.com,404,cmox236tl004oqtfky6972w7q,Guilford Technical Community College,guilford-technical-community-college,,NC,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/guilfordtechnicalcommunitycollege,0
njcaastats.prestosports.com,404,cmox1gh2k004lqtsgkrig1zq0,Gulf Coast State College,gulf-coast-state-college,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gulfcoaststatecollege,0
njcaastats.prestosports.com,404,cmox236v0004rqtfko4nnuwkc,Hagerstown Community College,hagerstown-community-college,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/hagerstowncommunitycollege,0
njcaastats.prestosports.com,404,cmox1gh3z004oqtsgej58d6pv,Harford Community College,harford-community-college,,MD,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/harfordcommunitycollege,0
njcaastats.prestosports.com,404,cmox236wf004uqtfkq9k0imgp,Harper College,harper-college,,IL,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/harpercollege,0
njcaastats.prestosports.com,404,cmox236xw004xqtfku67i1gyl,Heartland Community College,heartland-community-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/heartlandcommunitycollege,0
njcaastats.prestosports.com,404,cmox236za0050qtfkjjvoiyms,Henry Ford College,henry-ford-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/henryfordcollege,0
njcaastats.prestosports.com,404,cmox2o1rv002oqtbk1wv23lsb,Herkimer College,herkimer-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/herkimercollege,0
njcaastats.prestosports.com,404,cmox2370n0053qtfkut9hq09h,Hesston College,hesston-college,,KS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/hesstoncollege,0
njcaastats.prestosports.com,404,cmox237220056qtfk1l2bot9e,Highland Community College - Illinois,highland-community-college-illinois,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/highlandcommunitycollegeillinois,0
njcaastats.prestosports.com,404,cmox1gh5c004rqtsg3jrv94hg,Highland Community College - Kansas,highland-community-college-kansas,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/highlandcommunitycollegekansas,0
njcaastats.prestosports.com,404,cmox1gh6p004uqtsgbv70qatf,Hill College,hill-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hillcollege,0
njcaastats.prestosports.com,404,cmox1gh83004xqtsg5nnzsgrv,Hillsborough Community College,hillsborough-community-college,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hillsboroughcommunitycollege,0
njcaastats.prestosports.com,404,cmox2373g0059qtfkvko4dcah,Hinds Community College,hinds-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/hindscommunitycollege,0
njcaastats.prestosports.com,404,cmox2374u005cqtfk4dijqisw,Hocking,hocking,,OH,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/hocking,0
njcaastats.prestosports.com,404,cmox23764005fqtfky74wzucz,Holmes Community College,holmes-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/holmescommunitycollege,0
njcaastats.prestosports.com,404,cmox2o1t9002rqtbkfpw7ptr0,Holyoke Community College,holyoke-community-college,,MA,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/holyokecommunitycollege,0
njcaastats.prestosports.com,404,cmox1gh9i0050qtsgegkjp2od,Howard College,howard-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/howardcollege,0
njcaastats.prestosports.com,404,cmox2o1ur002uqtbk6f6pwr6h,Hudson Valley Community College,hudson-valley-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/hudsonvalleycommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghax0053qtsgc3bt8rz4,Hutchinson Community College,hutchinson-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hutchinsoncommunitycollege,0
njcaastats.prestosports.com,404,cmox2377j005iqtfklxcbxnrb,Illinois Central College,illinois-central-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/illinoiscentralcollege,0
njcaastats.prestosports.com,404,cmox2378w005lqtfkywoaesrx,Illinois Valley Community College,illinois-valley-community-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/illinoisvalleycommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghcd0056qtsgvfgyb4k7,Indian Hills Community College,indian-hills-community-college,,IA,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/indianhillscommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghdt0059qtsg1nv7poph,Indian River State College,indian-river-state-college,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/indianriverstatecollege,0
njcaastats.prestosports.com,404,cmox237ad005oqtfkd0s85n5f,Iowa Central Community College,iowa-central-community-college,,IA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/iowacentralcommunitycollege,0
njcaastats.prestosports.com,404,cmox237bs005rqtfkm2tjatrt,Iowa Lakes Community College,iowa-lakes-community-college,,IA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/iowalakescommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghf7005cqtsgi7e8tk0s,Iowa Western Community College,iowa-western-community-college,,IA,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/iowawesterncommunitycollege,0
njcaastats.prestosports.com,404,cmox237d8005uqtfkbxa00o4x,Itawamba Community College,itawamba-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/itawambacommunitycollege,0
njcaastats.prestosports.com,404,cmox237em005xqtfkv4mpr20b,Jackson College,jackson-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/jacksoncollege,0
njcaastats.prestosports.com,404,cmox1ghgl005fqtsgtp091ny4,Jackson State Community College,jackson-state-community-college,,TN,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/jacksonstatecommunitycollege,0
njcaastats.prestosports.com,404,cmox2o1w7002xqtbk8uk911g1,Jamestown Community College,jamestown-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/jamestowncommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghhz005iqtsg6n46ykur,Jefferson College,jefferson-college,,MO,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/jeffersoncollege,0
njcaastats.prestosports.com,404,cmox2o1xq0030qtbk6hyoayko,Jefferson Community College,jefferson-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/jeffersoncommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghje005lqtsg4nodsmwp,John A. Logan College,john-a-logan-college,,IL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/johnalogancollege,0
njcaastats.prestosports.com,404,cmox237g00060qtfk2jqa1z49,John Wood Community College,john-wood-community-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/johnwoodcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghkq005oqtsgk5vbmhcv,Johnson County Community College,johnson-county-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/johnsoncountycommunitycollege,0
njcaastats.prestosports.com,404,cmox2o1z70033qtbkgqy78515,Joliet Junior College,joliet-junior-college,,IL,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/jolietjuniorcollege,0
njcaastats.prestosports.com,404,cmox237hc0063qtfk9scdv1l9,Jones College,jones-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/jonescollege,0
njcaastats.prestosports.com,404,cmox237it0066qtfk4cdsi2u8,Kalamazoo Valley Community College,kalamazoo-valley-community-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/kalamazoovalleycommunitycollege,0
njcaastats.prestosports.com,404,cmox237k80069qtfkne4wbkhy,Kankakee Community College,kankakee-community-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/kankakeecommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghma005rqtsgx03ukllp,Kansas City Kansas Community College,kansas-city-kansas-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kansascitykansascommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghnl005uqtsgfdpl5rhv,Kaskaskia College,kaskaskia-college,,IL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kaskaskiacollege,0
njcaastats.prestosports.com,404,cmox237ln006cqtfk96h84b7x,Kellogg Community College,kellogg-community-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/kelloggcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghox005xqtsgv7iad95e,Kennedy-King College,kennedy-king-college,,IL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kennedykingcollege,0
njcaastats.prestosports.com,404,cmox2o20l0036qtbktb8b86z7,Kingsborough Community College,kingsborough-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/kingsboroughcommunitycollege,0
njcaastats.prestosports.com,404,cmox237n2006fqtfkgzdykizj,Kirkwood Community College,kirkwood-community-college,,IA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/kirkwoodcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghqc0060qtsggpuqzmtv,Kishwaukee College,kishwaukee-college,,IL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kishwaukeecollege,0
njcaastats.prestosports.com,404,cmox1ghrq0063qtsgu5jtnvsk,Labette Community College,labette-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/labettecommunitycollege,0
njcaastats.prestosports.com,404,cmox237oi006iqtfkgxp6lx4g,Lackawanna College,lackawanna-college,,PA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lackawannacollege,0
njcaastats.prestosports.com,404,cmox1ght20066qtsgtbl23of9,Lake Land College,lake-land-college,,IL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lakelandcollege,0
njcaastats.prestosports.com,404,cmox237pv006lqtfkxsbv2dzz,Lake Michigan College,lake-michigan-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lakemichigancollege,0
njcaastats.prestosports.com,404,cmox237rc006oqtfkpq5els60,Lake Region State College - ND,lake-region-state-college-nd,,ND,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lakeregionstatecollegend,0
njcaastats.prestosports.com,404,cmox237st006rqtfkrsyytyif,Lake-Sumter State College,lake-sumter-state-college,,FL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lakesumterstatecollege,0
njcaastats.prestosports.com,404,cmox237u9006uqtfkmz4ptqzv,Lakeland Community College,lakeland-community-college,,OH,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lakelandcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghue0069qtsgeslr90uj,Lamar Community College,lamar-community-college,,CO,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lamarcommunitycollege,0
njcaastats.prestosports.com,404,cmox237vn006xqtfkm7btexra,Lansing Community College,lansing-community-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lansingcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghvv006cqtsglb9vjv65,Lawson State Community College,lawson-state-community-college,,AL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lawsonstatecommunitycollege,0
njcaastats.prestosports.com,404,cmox237x00070qtfkegjy06th,Lenoir Community College,lenoir-community-college,,NC,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lenoircommunitycollege,0
njcaastats.prestosports.com,404,cmox237ye0073qtfkashksyoi,Lewis & Clark Community College,lewis-and-clark-community-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lewisclarkcommunitycollege,0
njcaastats.prestosports.com,404,cmox237zs0076qtfkf1v7ckpt,Lincoln Land Community College,lincoln-land-community-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lincolnlandcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ghxb006fqtsgu5re7f4u,Lincoln Trail College,lincoln-trail-college,,IL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lincolntrailcollege,0
njcaastats.prestosports.com,404,cmox2o2210039qtbkozottt6r,Lorain County Community College,lorain-county-community-college,,OH,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/loraincountycommunitycollege,0
njcaastats.prestosports.com,404,cmorjat8g0059qt4wzrxhvygw,Louisburg College,louisburg-college,Louisburg,NC,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/louisburgcollege,0
njcaastats.prestosports.com,404,cmox1ghyn006iqtsgfgt4f361,Louisiana State University Eunice,louisiana-state-university-eunice,,LA,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/louisianastateuniversityeunice,0
njcaastats.prestosports.com,404,cmox1gi05006lqtsg25vd4spg,Luna Community College,luna-community-college,,NM,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lunacommunitycollege,0
njcaastats.prestosports.com,404,cmox2382k007cqtfk7mq3prfd,Lurleen B. Wallace Community College,lurleen-b-wallace-community-college,,AL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/lurleenbwallacecommunitycollege,0
njcaastats.prestosports.com,404,cmox2o23h003cqtbklgs7jrdo,Luzerne County Community College,luzerne-county-community-college,,PA,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/luzernecountycommunitycollege,0
njcaastats.prestosports.com,404,cmox2383x007fqtfkyj1orrdd,Macomb Community College,macomb-community-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/macombcommunitycollege,0
njcaastats.prestosports.com,404,cmox2385c007iqtfk85vi4mbf,Madison College,madison-college,,WI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/madisoncollege,0
njcaastats.prestosports.com,404,cmox2386r007lqtfk7psukvb3,Marian University Ancilla,marian-university-ancilla,,LA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/marianuniversityancilla,0
njcaastats.prestosports.com,404,cmox23886007oqtfkr7tnljl8,Marion Military Institute,marion-military-institute,,AL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/marionmilitaryinstitute,0
njcaastats.prestosports.com,404,cmox2389p007rqtfkqd5ig5iy,Marshalltown Community College,marshalltown-community-college,,IA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/marshalltowncc,0
njcaastats.prestosports.com,404,cmox2o24w003fqtbkeclocvya,Massasoit Community College,massasoit-community-college,,MA,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/massasoitcommunitycollege,0
njcaastats.prestosports.com,404,cmox1gi1h006oqtsggh1qc891,McCook Community College,mccook-community-college,,NE,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mccookcommunitycollege,0
njcaastats.prestosports.com,404,cmox1gi2w006rqtsgdxnmr2io,McHenry County College,mchenry-county-college,,IL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mchenrycountycollege,0
njcaastats.prestosports.com,404,cmox1gi48006uqtsgbop2r9x2,McLennan Community College,mclennan-community-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mclennancommunitycollege,0
njcaastats.prestosports.com,404,cmox238b4007uqtfk9cdvx3p4,Mercer County Community College,mercer-county-community-college,,NJ,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/mercercountycommunitycollege,0
njcaastats.prestosports.com,404,cmox238ch007xqtfk12h0a9cz,Meridian Community College,meridian-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/meridiancommunitycollege,0
njcaastats.prestosports.com,404,cmox238du0080qtfkpv9458cx,Mesa Community College,mesa-community-college,,AZ,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/mesacommunitycollege,0
njcaastats.prestosports.com,404,cmox1gi5m006xqtsg3weazvjx,Metropolitan Community College,metropolitan-community-college,,NE,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/metropolitancommunitycollege,0
njcaastats.prestosports.com,404,cmox1gi6z0070qtsgi1r423i9,Miami Dade College,miami-dade-college,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/miamidadecollege,0
njcaastats.prestosports.com,404,cmox238f90083qtfk6bq6fly3,Mid Michigan College,mid-michigan-college,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/midmichigancollege,0
njcaastats.prestosports.com,404,cmox2o26f003iqtbky03hkkhv,Middlesex College,middlesex-college,,NJ,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/middlesexcollege,0
njcaastats.prestosports.com,404,cmox1gi8a0073qtsg01m46kpe,Midland College,midland-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/midlandcollege,0
njcaastats.prestosports.com,404,cmox238go0086qtfkciy0ffja,Miles Community College,miles-community-college,,MT,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/milescommunitycollege,0
njcaastats.prestosports.com,404,cmox238i20089qtfk7c9u50mt,Milwaukee Area Technical College,milwaukee-area-technical-college,,WI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/milwaukeeareatechnicalcollege,0
njcaastats.prestosports.com,404,cmox1gi9n0076qtsgml9pgwm3,Mineral Area College,mineral-area-college,,MO,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mineralareacollege,0
njcaastats.prestosports.com,404,cmox2o27u003lqtbk6qb0dj7q,Minnesota North College-Hibbing,minnesota-north-college-hibbing,,MN,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/minnesotanorthcollegehibbing,0
njcaastats.prestosports.com,404,cmox2o29b003oqtbkoza2ug5s,Minnesota North College-Itasca,minnesota-north-college-itasca,,CA,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/minnesotanorthcollegeitasca,0
njcaastats.prestosports.com,404,cmox2o2ax003rqtbkqd0pa7ch,Minnesota North College-Mesabi Range,minnesota-north-college-mesabi-range,,MN,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/minnesotanorthcollegemesabirange,0
njcaastats.prestosports.com,404,cmox2o2cd003uqtbkjfkizfxt,Minnesota North College-Rainy River,minnesota-north-college-rainy-river,,MN,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/minnesotanorthcollegerainyriver,0
njcaastats.prestosports.com,404,cmox2o2dt003xqtbk0on6g6b3,Minnesota North College-Vermilion,minnesota-north-college-vermilion,,MN,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/minnesotanorthcollegevermilion,0
njcaastats.prestosports.com,404,cmox2o2fa0040qtbktxmsy47g,Minnesota State Community and Technical College,minnesota-state-community-and-technical-college,,AL,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/minnesotastatecommunityandtechnical,0
njcaastats.prestosports.com,404,cmox2o2gq0043qtbko8zjx2vu,Minnesota West Community & Technical College,minnesota-west-community-and-technical-college,,MN,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/minnesotawestcommunitytechnicalcol,0
njcaastats.prestosports.com,404,cmox238ji008cqtfkmb2gsed8,Mississippi Delta Community College,mississippi-delta-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/mississippideltacommunitycollege,0
njcaastats.prestosports.com,404,cmox238kv008fqtfku7mj60jc,Mississippi Gulf Coast Community College,mississippi-gulf-coast-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/mississippigulfcoastcommunitycollege,0
njcaastats.prestosports.com,404,cmox1gib20079qtsg33nf3wq3,Missouri State University - West Plains,missouri-state-university-west-plains,,MO,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/missouristateuniversitywestplains,0
njcaastats.prestosports.com,404,cmox238m8008iqtfk66enpn89,Moberly Area Community College,moberly-area-community-college,,MO,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/moberlyareacommunitycollege,0
njcaastats.prestosports.com,404,cmox2o2i50046qtbkuagcawhd,Mohawk Valley Community College,mohawk-valley-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/mohawkvalleycommunitycollege,0
njcaastats.prestosports.com,404,cmox238nk008lqtfkckzbvcng,Monroe Community College,monroe-community-college,,NY,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/monroecommunitycollege,0
njcaastats.prestosports.com,404,cmox1gicg007cqtsg99jv080v,Monroe University,monroe-university,,NY,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/monroeuniversity,0
njcaastats.prestosports.com,404,cmox2o2jl0049qtbkdr59b165,Monroe University - Bronx,monroe-university-bronx,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/monroeuniversitybronx,0
njcaastats.prestosports.com,404,cmox238p1008oqtfk4xl2uiev,Montgomery College,montgomery-college,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/montgomerycollegemd,0
