id,name,slug,city,state,zipCode,latitude,longitude,division,conference
"cmovorode005iqt7gp35d5oj1","Concordia University Texas","concordia-university-texas","","TX","","","","",""
"cmovoroeu005lqt7gsmf1ua9v","Concordia University Wisconsin","concordia-university-wisconsin","","WI","","","","",""
"cmovlhtha004rqt207xq6qx41","Concordia–Irvine","concordia-irvine","Irvine","California","","","","",""
"cmovlhtin004uqt20iisuiew2","Concordia–St. Paul","concordia-st-paul","Saint Paul","Minnesota","","","","",""
"cmovorog8005oqt7gzs9htl5g","Connecticut College","connecticut-college","","CT","","","","",""
"cmox1gg4l002lqtsgyq0efnp8","Connors State College","connors-state-college","","OK","","","","",""
"cmox235us002oqtfk09b6cpem","Copiah-Lincoln Community College","copiah-lincoln-community-college","","MS","","","","",""
"cmox06561002rqtgc733yszez","Corban","corban","","OR","","","","",""
"cmovorohm005rqt7gax2yf7dk","Cornell College","cornell-college","","IA","","","","",""
"cmou7ekpr00e9qtx8i7bf3vt3","Cornell University","cornell-university","Ithaca","NY","","","","",""
"cmox0657g002uqtgcg017dzgh","Cornerstone","cornerstone","","MI","","","","",""
"cmox2o15r001fqtbkhc2n30hc","Corning Community College","corning-community-college","","NY","","","","",""
"cmox235w7002rqtfkd8q4an8m","County College of Morris","county-college-of-morris","","NJ","","","","",""
"cmovoroj0005uqt7g2d0qbayr","Covenant College","covenant-college","","GA","","","","",""
"cmox1gg5y002oqtsgw42c54te","Cowley County Community College","cowley-county-community-college","","KS","","","","",""
"cmou6ba2k00afqticpp034jhc","Creighton University","creighton-university","Omaha","NE","","","","",""
"cmox1gg7d002rqtsgcljd692c","Crowder College","crowder-college","","MO","","","","",""
"cmowzrzqf0020qt4w2rmdzd30","Crowley's Ridge","crowley-s-ridge","","AR","","","","",""
"cmowzrzrv0023qt4wrvj7v2vn","Culver-Stockton","culver-stockton","","MO","","","","",""
"cmox065bi0033qtgcf3sg14rd","Cumberland","cumberland","","TENN.","","","","",""
"cmox065cu0036qtgcta2s6lf3","Cumberlands","cumberlands","","KY.","","","","",""
"cmovorokf005xqt7g09qab5qz","Curry College","curry-college","","MA","","","","",""
"cmox235xm002uqtfk3u1hzfav","Cuyahoga Community College","cuyahoga-community-college","","OH","","","","",""
"cmovlhtu5005iqt208htjif5p","D'Youville","d-youville","Buffalo","New York","","","","",""
"cmox235z0002xqtfki3pn4ocq","Dakota College at Bottineau","dakota-college-at-bottineau","","ND","","","","",""
"cmox2360h0030qtfkmgkq6t1s","Dakota County Technical College","dakota-county-technical-college","","MN","","","","",""
"cmowzrztc0026qt4w837yizhj","Dakota State","dakota-state","","SD","","","","",""
"cmowzrzus0029qt4w9fs1lx8o","Dakota Wesleyan","dakota-wesleyan","","SD","","","","",""
"cmou3xrou007fqt5sv5iwwby9","Dallas Baptist University","dallas-baptist-university","Dallas","TX","","","","",""
"cmox2o178001iqtbkmn51skku","Dallas College Brookhaven","dallas-college-brookhaven","","TX","","","","",""
"cmox2o18n001lqtbkdqz5y4sf","Dallas College Cedar Valley","dallas-college-cedar-valley","","TX","","","","",""
"cmox2o1a4001oqtbkboswlf6h","Dallas College Eastfield","dallas-college-eastfield","","TX","","","","",""
"cmox2o1bi001rqtbkyxbhum73","Dallas College Mountain View","dallas-college-mountain-view","","TX","","","","",""
"cmox2o1cx001uqtbkqil4dnpw","Dallas College North Lake","dallas-college-north-lake","","TX","","","","",""
"cmox2o1ec001xqtbkg5cf6frm","Dallas College Richland","dallas-college-richland","","ND","","","","",""
"cmox2362f0033qtfkvssb61xl","Danville Area Community College","danville-area-community-college","","IL","","","","",""
"cmou7ekr400ecqtx87gfarbw6","Dartmouth College","dartmouth-college","Hanover","NH","","","","",""
"cmovlhtmw0053qt20ujv1xnom","Davenport","davenport","Grand Rapids","Michigan","","","","",""
"cmou65q5g008fqt1ovrpzk161","Davidson College","davidson-college","Davidson","NC","","","","",""
"cmovlhtoc0056qt203tszpq3e","Davis & Elkins","davis-and-elkins","Elkins","West Virginia","","","","",""
"cmox2363r0036qtfkaf6r4wsy","Dawson Community College","dawson-community-college","","MT","","","","",""
"cmox1gg8t002uqtsgyoabv9e7","Daytona State College","daytona-state-college","","FL","","","","",""
"cmou6ba3z00aiqtickyd02vni","DePaul University","depaul-university","Chicago","IL","","","","",""
"cmovorop40066qt7gtab70dse","DePauw University","depauw-university","","IN","","","","",""
"cmovoroqk0069qt7gmpdts45s","DeSales University","desales-university","","PA","","","","",""
"cmovorolt0060qt7g72lbm0hx","Dean College","dean-college","","MA","","","","",""
"cmowzrzw9002cqt4wnsx4sgpq","Defiance College","defiance-college","","OH","","","","",""
"cmox2o1ft0020qtbkwgvp79gu","Delaware County Community College","delaware-county-community-college","","PA","","","","",""
"cmou7v13900goqtfg05v8bfsa","Delaware State University","delaware-state-university","Dover","DE","","","","",""
"cmox236580039qtfk79pauoa6","Delaware Technical Community College","delaware-technical-community-college","","DE","","","","",""
"cmox1gga3002xqtsgnsdkdx19","Delgado Community College","delgado-community-college","","LA","","","","",""
"cmox2o1h80023qtbkgkrhwidh","Delta College","delta-college","","MI","","","","",""
"cmovlhtpu0059qt201h0r10wp","Delta State","delta-state","Cleveland","Mississippi","","","","",""
"cmovorond0063qt7gfawgusgd","Denison University","denison-university","","OH","","","","",""
"cmox2366l003cqtfklwsmq2cv","Des Moines Area Community College","des-moines-area-community-college","","IA","","","","",""
"cmovoros1006cqt7g6p61fhnr","Dickinson College","dickinson-college","","PA","","","","",""
"cmowzrzxr002fqt4wstnzqq2z","Dickinson State","dickinson-state","","ND","","","","",""
"cmowzrzzj002iqt4wjp7qml4q","Dillard","dillard","","LA.","","","","",""
"cmowzs014002lqt4wj1mlkru4","Doane","doane","","NE","","","","",""
"cmox1ggbg0030qtsgkd44qs0p","Dodge City Community College","dodge-city-community-college","","KS","","","","",""
"cmovlhtr8005cqt20ld2c1q5y","Dominican (NY)","dominican-ny","Orangeburg","New York","","","","",""
"cmovoroth006fqt7gzdh22lpq","Dominican University (Illinois)","dominican-university-illinois","","IL","","","","",""
"cmowzs02p002oqt4w5u5siqo9","Dordt","dordt","","IA","","","","",""
"cmovoroux006iqt7glucxsep4","Drew University","drew-university","","NJ","","","","",""
"cmovlhtso005fqt20ogvclawh","Drury","drury","Springfield","Missouri","","","","",""
"cmoriruy1000lqtm0hg80trqj","Duke University","duke-university","Durham","NC","","","","",""
"cmox2o1iv0026qtbk20oox5ke","Dutchess Community College","dutchess-community-college","","NY","","","","",""
"cmox1ggcw0033qtsgry6iilxh","Dyersburg State Community College","dyersburg-state-community-college","","TN","","","","",""
"cmovorowg006lqt7gvy1t0vqc","Earlham College","earlham-college","","IN","","","","",""
"cmoriruzd000oqtm0np271cox","East Carolina University","east-carolina-university","Greenville","NC","","","","",""
"cmovlhtvl005lqt20ku4n4ff4","East Central","east-central","Ada","Oklahoma","","","","",""
"cmox23683003fqtfkyhppeagg","East Central College","east-central-college","","MO","","","","",""
"cmox2369i003iqtfki4kmid3s","East Central Community College","east-central-community-college","","MS","","","","",""
"cmox1ggec0036qtsgc1zh6eat","East Georgia College","east-georgia-college","","GA","","","","",""
"cmox236bb003lqtfk4mbc0epk","East Mississippi Community College","east-mississippi-community-college","","MS","","","","",""
"cmovlhtwz005oqt20z0svk0a9","East Stroudsburg","east-stroudsburg","East Stroudsburg","Pennsylvania","","","","",""
"cmorirvhn001oqtm0h339uelq","East Tennessee State University","east-tennessee-state-university","Johnson City","TN","","","","",""
"cmou87s0o00llqt8obrn2et5p","East Texas A&M University","east-texas-am-university","Commerce","TX","","","","",""
"cmovoroxx006oqt7gec8l92vr","East Texas Baptist University","east-texas-baptist-university","","TX","","","","",""
"cmox1ggfq0039qtsg3gztbswe","Eastern Arizona College","eastern-arizona-college","","AZ","","","","",""
"cmovorozd006rqt7g88eq6y5l","Eastern Connecticut State University","eastern-connecticut-state-university","","CT","","","","",""
"cmox1ggh4003cqtsg8arxhmsm","Eastern Florida State College","eastern-florida-state-college","","FL","","","","",""
"cmou8250s00joqtfonibp33ex","Eastern Illinois University","eastern-illinois-university","Charleston","IL","","","","",""
"cmou6929i009lqt1gqrj949vt","Eastern Kentucky University","eastern-kentucky-university","Richmond","KY","","","","",""
"cmovorp0t006uqt7go9kk7utz","Eastern Mennonite University","eastern-mennonite-university","","VA","","","","",""
"cmou7skj100g0qtagj06bdvsw","Eastern Michigan University","eastern-michigan-university","Ypsilanti","MI","","","","",""
"cmovlhtye005rqt207s51bh24","Eastern New Mexico","eastern-new-mexico","Portales","New Mexico","","","","",""
"cmox1ggii003fqtsgde85zy4y","Eastern Oklahoma State College","eastern-oklahoma-state-college","","OK","","","","",""
"cmox065nf003uqtgc8c0fmcjy","Eastern Oregon","eastern-oregon","","OR","","","","",""
"cmovorp29006xqt7gbgdfg0ft","Eastern University","eastern-university","","PA","","","","",""
"cmovlhtzr005uqt203t7f7leu","Eckerd","eckerd","St. Petersburg","Florida","","","","",""
"cmovorp3s0070qt7gcekls39e","Edgewood University","edgewood-university","","WI","","","","",""
"cmox236cq003oqtfk1m5g3msi","Edison State","edison-state","","OH","","","","",""
"cmovlhu17005xqt2063ojrtma","Edward Waters","edward-waters","Jacksonville","Florida","","","","",""
"cmox1ggjv003iqtsgin1vp932","El Paso Community College","el-paso-community-college","","TX","","","","",""
"cmox236e6003rqtfkqnofz1qu","Elgin Community College","elgin-community-college","","IL","","","","",""
"cmovorp570073qt7gw0uci1c0","Elizabethtown College","elizabethtown-college","","PA","","","","",""
"cmox236fj003uqtfkrdfeu43v","Ellsworth Community College","ellsworth-community-college","","IA","","","","",""
"cmovorp6m0076qt7ginws7n5j","Elmhurst University","elmhurst-university","","IL","","","","",""
"cmovorp850079qt7gk0xci16j","Elmira College","elmira-college","","NY","","","","",""
"cmovorp9j007cqt7gc6hfgz30","Elms College","elms-college","","MA","","","","",""
"cmou72rdk00c3qtt8y45siwr2","Elon University","elon-university","Elon","NC","","","","",""
"cmovlhu2n0060qt200npnptgr","Embry-Riddle","embry-riddle","Daytona Beach","AZ","","","","",""
"cmovlhu430063qt201c0s6u5e","Emmanuel","emmanuel","Franklin Springs","Georgia","","","","",""
"cmovorpb4007fqt7gbrlg3353","Emmanuel College (Massachusetts)","emmanuel-college-massachusetts","","MA","","","","",""
"cmovlhu5k0066qt20yvdrbs5z","Emory & Henry","emory-and-henry","Emory","Virginia","","","","",""
"cmorj0hct003oqtioizpyiqxx","Emory & Henry University","emory-and-henry-university","Emory","VA","","","","",""
"cmovorpcy007iqt7gzxop8pou","Emory University","emory-university","","GA","","","","",""
"cmovlhu6z0069qt20eubtapjt","Emporia State","emporia-state","Emporia","Kansas","","","","",""
"cmovorpeh007lqt7goqto02kp","Endicott College","endicott-college","","MA","","","","",""
"cmox236gw003xqtfk0srlmsdg","Enterprise State Community College","enterprise-state-community-college","","AL","","","","",""
"cmox2o1ki0029qtbkqo99ycm8","Erie Community College","erie-community-college","","NY","","","","",""
"cmovlhu8d006cqt20t8ma9i8s","Erskine","erskine","Due West","South Carolina","","","","",""
"cmorj0gr0002fqtioji2wprxy","Erskine College","erskine-college","Due West","SC","","","","",""
"cmovorpfx007oqt7get8tj245","Eureka College","eureka-college","","IL","","","","",""
"cmowzs065002uqt4wwjq3lvoj","Evangel","evangel","","MO.","","","","",""
"cmou7g4zq00euqtkwd42cysuy","Fairfield University","fairfield-university","Fairfield","CT","","","","",""
"cmou7zwas00j3qt182wcerpdp","Fairleigh Dickinson University","fairleigh-dickinson-university","Teaneck","NJ","","","","",""
"cmovorphc007rqt7gecnd8oxz","Fairleigh Dickinson University, Florham","fairleigh-dickinson-university-florham","","NJ","","","","",""
"cmovlhu9q006fqt20bnhz125g","Fairmont State","fairmont-state","Fairmont","West Virginia","","","","",""
"cmovorpiw007uqt7gyelpu9rf","Farmingdale State College","farmingdale-state-college","","NY","","","","",""
"cmowzs07m002xqt4wawsr2z9y","Faulkner","faulkner","","AL","","","","",""
"cmox236id0040qtfktpk0ftv4","Fayetteville Technical Community College","fayetteville-technical-community-college","","NC","","","","",""
"cmovlhub5006iqt20ar7e47n1","Felician","felician","Lodi","New Jersey","","","","",""
"cmovlhuck006lqt203i6443rf","Ferrum","ferrum","Ferrum","Virginia","","","","",""
"cmovorpkb007xqt7gc5w8w0m0","Ferrum College","ferrum-college","","VA","","","","",""
"cmovlhudz006oqt202w04jfcv","Findlay","findlay","Findlay","Ohio","","","","",""
"cmox2o1ly002cqtbko7xbptx3","Finger Lakes Community College","finger-lakes-community-college","","NY","","","","",""
"cmowzs0970030qt4wk3t17vg1","Fisher","fisher","","MA","","","","",""
"cmovorpm30080qt7gcy8cbon0","Fitchburg State University","fitchburg-state-university","","MA","","","","",""
"cmovlhufd006rqt20drzblp6s","Flagler","flagler","St. Augustine","Florida","","","","",""
"cmorj0hif0040qtio7bope0o8","Florence-Darlington Technical College","florence-darlington-technical-college","Florence","SC","","","","",""
"cmou8bkba00muqtuwai4k6w4f","Florida A&M University","florida-am-university","Tallahassee","FL","","","","",""
"cmou57eah007rqtdw819u1kd8","Florida Atlantic University","florida-atlantic-university","Boca Raton","FL","","","","",""
"cmou692az009oqt1gwyz2tbx3","Florida Gulf Coast University","florida-gulf-coast-university","Fort Myers","FL","","","","",""
"cmou74g3m00cuqtboxefftaxz","Florida International University","florida-international-university","Miami","FL","","","","",""
"cmox065u60049qtgczm8bph8k","Florida Memorial","florida-memorial","","FL","","","","",""
"cmox065vh004cqtgcp9njea3d","Florida National","florida-national","","FL","","","","",""
"cmovlhugr006uqt20tfzodipb","Florida Southern","florida-southern","Lakeland","Florida","","","","",""
"cmox1ggmr003oqtsg3cn8o7i8","Florida Southwestern State College","florida-southwestern-state-college","","FL","","","","",""
"cmox236jq0043qtfko5qccn8c","Florida State College at Jacksonville","florida-state-college-at-jacksonville","","FL","","","","",""
"cmosownp0000cqtuo7ukk8301","Florida State University","florida-state-university","Tallahassee","FL","","","","",""
"cmovlhui5006xqt20t3ritkxd","Florida Tech","florida-tech","Melbourne","Florida","","","","",""
"cmou65q8l008lqt1ozzkwkjhm","Fordham University","fordham-university","Bronx","NY","","","","",""
"cmovlhujl0070qt200o56auz3","Fort Hays State","fort-hays-state","Hays","Kansas","","","","",""
"cmox1ggo4003rqtsg418l5apx","Fort Scott Community College","fort-scott-community-college","","KS","","","","",""
"cmovorpnn0083qt7gx6kcifwa","Framingham State University","framingham-state-university","","MA","","","","",""
"cmovlhul10073qt20e1oaptq8","Francis Marion","francis-marion","Florence","South Carolina","","","","",""
"cmorj0gpl002cqtiopcsyaeuv","Francis Marion University","francis-marion-university","Florence","SC","","","","",""
"cmovorpp40086qt7g4f3w567l","Franciscan University of Steubenville","franciscan-university-of-steubenville","","OH","","","","",""
"cmox1ggpi003uqtsgy8kfqmqq","Frank Phillips College","frank-phillips-college","","TX","","","","",""
"cmovorpql0089qt7goy0fvobj","Franklin & Marshall College","franklin-and-marshall-college","","PA","","","","",""
"cmovorps2008cqt7g8celuv8f","Franklin College","franklin-college","","IN","","","","",""
"cmovlhumg0076qt202e1ej3qv","Franklin Pierce","franklin-pierce","Rindge","New Hampshire","","","","",""
"cmox236l30046qtfk8xqh107a","Frederick Community College","frederick-community-college","","MD","","","","",""
"cmox065wv004fqtgct0gzr6xf","Freed-Hardeman","freed-hardeman","","TENN.","","","","",""
"cmovlhunx0079qt20oxvu2vjk","Fresno Pacific","fresno-pacific","Fresno","California","","","","",""
"cmou3xrg1006uqt5s90fq7wbv","Fresno State","fresno-state","Fresno","CA","","","","",""
"cmowzs0an0033qt4whk11ikps","Friends","friends","","KS","","","","",""
"cmox1ggqw003xqtsgkvi3h0qp","Frontier Community College","frontier-community-college","","IL","","","","",""
"cmovlhupd007cqt20syw382yp","Frostburg State","frostburg-state","Frostburg","Maryland","","","","",""
"cmox2o1ne002fqtbkjdq0ry1a","Fulton-Montgomery Community College","fulton-montgomery-community-college","","NY","","","","",""
"cmox1ggs80040qtsgq3b315gk","Gadsden State Community College","gadsden-state-community-college","","AL","","","","",""
"cmovorptj008fqt7gccvymif0","Gallaudet University","gallaudet-university","","DC","","","","",""
"cmox1ggu50043qtsgg2ijv30h","Galveston College","galveston-college","","TX","","","","",""
"cmovlhuqr007fqt20vga7gqag","Gannon","gannon","Erie","Pennsylvania","","","","",""
"cmox1ggvg0046qtsgg6sclzdp","Garden City Community College","garden-city-community-college","","KS","","","","",""
"cmou6tv1f00b9qti056wd26tx","Gardner-Webb University","gardner-webb-university","Boiling Springs","NC","","","","",""
"cmox236mg0049qtfkd4dhqzk6","Garrett College","garrett-college","","MD","","","","",""
"cmorj0hh0003xqtioaqht0upc","Gaston College","gaston-college","Dallas","NC","","","","",""
"cmox236nw004cqtfkxex1lctm","GateWay Community College - AZ","gateway-community-college-az","","AZ","","","","",""
"cmox2o1ou002iqtbkuljo3neq","Genesee Community College","genesee-community-college","","NY","","","","",""
"cmovorpuy008iqt7g7i75bfup","Geneva College","geneva-college","","PA","","","","",""
"cmovorpwd008lqt7gdmk1htq2","George Fox University","george-fox-university","","OR","","","","",""
"cmou65q9z008oqt1ow67o9q0x","George Mason University","george-mason-university","Fairfax","VA","","","","",""
"cmou65qbg008rqt1omiz03mq1","George Washington University","george-washington-university","Washington","DC","","","","",""
"cmox065zl004lqtgckt3to19k","Georgetown","georgetown","","KY.","","","","",""
"cmou6ba5c00alqticm9m1ucs0","Georgetown University","georgetown-university","Washington","DC","","","","",""
"cmovlhus6007iqt20velop8oi","Georgia College","georgia-college","Milledgeville","Georgia","","","","",""
"cmox0660w004oqtgccsrumrzc","Georgia Gwinnett","georgia-gwinnett","","GA","","","","",""
"cmorj0h8n003fqtio2cfy431r","Georgia Gwinnett College","georgia-gwinnett-college","Lawrenceville","GA","","","","",""
"cmox1ggy2004cqtsgm31b5u32","Georgia Highlands College","georgia-highlands-college","","GA","","","","",""
"cmou3bzar005uqtvotuqjjtpj","Georgia Southern University","georgia-southern-university","Statesboro","GA","","","","",""
"cmovlhutm007lqt20k8bit2fy","Georgia Southwestern State","georgia-southwestern-state","Americus","Georgia","","","","",""
"cmou3bzc7005xqtvobxbfhhf1","Georgia State University","georgia-state-university","Atlanta","GA","","","","",""
"cmorirv940019qtm0y88vy537","Georgia Tech","georgia-tech","Atlanta","GA","","","","",""
"cmovlhuv0007oqt20djr71bli","Georgian Court","georgian-court","Lakewood","New Jersey","","","","",""
"cmovorpxt008oqt7g3osryi87","Gettysburg College","gettysburg-college","","PA","","","","",""
"cmox236p8004fqtfkadp9pq5g","Glen Oaks Community College","glen-oaks-community-college","","MI","","","","",""
"cmox236qo004iqtfkel4gr7m2","Glendale Community College","glendale-community-college","","AZ","","","","",""
"cmovlhuwf007rqt20nqule7un","Glenville State","glenville-state","Glenville","West Virginia","","","","",""
"cmovlhuxs007uqt20hopnn7bf","Goldey–Beacom","goldey-beacom","Pike Creek Valley","Delaware","","","","",""
"cmou3xrhd006xqt5sy8mx7xfp","Gonzaga University","gonzaga-university","Spokane","WA","","","","",""
"cmovorpz9008rqt7g0xoh602c","Gordon College","gordon-college","","MA","","","","",""
"cmox1ggzh004fqtsg10bvwc95","Gordon State College","gordon-state-college","","GA","","","","",""
"cmowzs0c60036qt4w3zl8yw6w","Goshen","goshen","","IN","","","","",""
"cmowzs0dp0039qt4wx5ce1gbn","Grace","grace","","IND.","","","","",""
"cmox06652004xqtgcdt0tmpi9","Graceland","graceland","","IA","","","","",""
"cmou8bkcv00mxqtuw4jh5usi0","Grambling State University","grambling-state-university","Grambling","LA","","","","",""
"cmou8ctjw00noqtloejv6g4yk","Grand Canyon University","grand-canyon-university","Phoenix","AZ","","","","",""
"cmox236s9004lqtfkn6j77qyp","Grand Rapids Community College","grand-rapids-community-college","","MI","","","","",""
"cmovlhuz6007xqt20vza4gnle","Grand Valley State","grand-valley-state","Allendale","Michigan","","","","",""
"cmox0666f0050qtgcpy1opj6v","Grand View","grand-view","","IA","","","","",""
"cmox1gh15004iqtsg9a2lit5i","Grayson College","grayson-college","","TX","","","","",""
"cmovorq0r008uqt7gigwovmhc","Greensboro College","greensboro-college","","NC","","","","",""
"cmovorq27008xqt7ggnh70996","Greenville University","greenville-university","","IL","","","","",""
"cmovorq3l0090qt7gunq3ok4o","Grinnell College","grinnell-college","","IA","","","","",""
"cmovorq520093qt7gm4e53spp","Grove City College","grove-city-college","","PA","","","","",""
"cmovorq6j0096qt7grkke0x2c","Guilford College","guilford-college","","NC","","","","",""
"cmox236tl004oqtfky6972w7q","Guilford Technical Community College","guilford-technical-community-college","","NC","","","","",""
"cmox1gh2k004lqtsgkrig1zq0","Gulf Coast State College","gulf-coast-state-college","","FL","","","","",""
"cmovorq890099qt7g7vho8t6x","Gustavus Adolphus College","gustavus-adolphus-college","","MN","","","","",""
"cmovorqa3009cqt7gkll8n32u","Gwynedd Mercy University","gwynedd-mercy-university","","PA","","","","",""
"cmox236v0004rqtfko4nnuwkc","Hagerstown Community College","hagerstown-community-college","","MD","","","","",""
"cmovorqbj009fqt7gn7eka0cn","Hamilton College","hamilton-college","","NY","","","","",""
"cmovorqcz009iqt7g3vnq8o1h","Hamline University","hamline-university","","MN","","","","",""
"cmovorqej009lqt7gzj3f5gau","Hampden-Sydney College","hampden-sydney-college","","VA","","","","",""
"cmowzs0f8003cqt4w2i4hkdh1","Hannibal-LaGrange","hannibal-lagrange","","MO","","","","",""
"cmovorqg0009oqt7gesxmt5yf","Hanover College","hanover-college","","IN","","","","",""
"cmovorqhl009rqt7g9ed4pr5o","Hardin-Simmons University","hardin-simmons-university","","TX","","","","",""
"cmovlhv0k0080qt20st8no11o","Harding","harding","Searcy","Arkansas","","","","",""
"cmox1gh3z004oqtsgej58d6pv","Harford Community College","harford-community-college","","MD","","","","",""
"cmox236wf004uqtfkq9k0imgp","Harper College","harper-college","","IL","","","","",""
"cmowzs0gt003fqt4wrycagik9","Harris-Stowe","harris-stowe","","MO","","","","",""
"cmou7eksh00efqtx82hcfwyn5","Harvard University","harvard-university","Cambridge","MA","","","","",""
"cmox066af0059qtgc98qcsc7y","Hastings","hastings","","NE","","","","",""
"cmovorqj0009uqt7grwbvgo9p","Haverford College","haverford-college","","PA","","","","",""
"cmovlhv1y0083qt20yeb6ygmm","Hawaiʻi Pacific","hawai-i-pacific","Honolulu","Hawaii","","","","",""
"cmox236xw004xqtfku67i1gyl","Heartland Community College","heartland-community-college","","IL","","","","",""
"cmovorqkg009xqt7gwt19hkem","Heidelberg University","heidelberg-university","","OH","","","","",""
"cmovlhv3c0086qt20w1ufi55h","Henderson State","henderson-state","Arkadelphia","Arkansas","","","","",""
"cmovorqlz00a0qt7g0ya41hvf","Hendrix College","hendrix-college","","AR","","","","",""
"cmox236za0050qtfkjjvoiyms","Henry Ford College","henry-ford-college","","MI","","","","",""
"cmox2o1rv002oqtbk1wv23lsb","Herkimer College","herkimer-college","","NY","","","","",""
"cmox2370n0053qtfkut9hq09h","Hesston College","hesston-college","","KS","","","","",""
"cmorirv3o000xqtm0dw9r5xuo","High Point University","high-point-university","High Point","NC","","","","",""
"cmox237220056qtfk1l2bot9e","Highland Community College - Illinois","highland-community-college-illinois","","IL","","","","",""
"cmox1gh5c004rqtsg3jrv94hg","Highland Community College - Kansas","highland-community-college-kansas","","KS","","","","",""
"cmovorqng00a3qt7gu0a6irp0","Hilbert College","hilbert-college","","NY","","","","",""
"cmox1gh6p004uqtsgbv70qatf","Hill College","hill-college","","TX","","","","",""
"cmox1gh83004xqtsg5nnzsgrv","Hillsborough Community College","hillsborough-community-college","","FL","","","","",""
"cmovlhv4p0089qt2006e5662h","Hillsdale","hillsdale","Hillsdale","Michigan","","","","",""
"cmox2373g0059qtfkvko4dcah","Hinds Community College","hinds-community-college","","MS","","","","",""
"cmovorqow00a6qt7gevmzuli4","Hiram College","hiram-college","","OH","","","","",""
"cmox2374u005cqtfk4dijqisw","Hocking","hocking","","OH","","","","",""
"cmox23764005fqtfky74wzucz","Holmes Community College","holmes-community-college","","MS","","","","",""
"cmovlhv66008cqt20fa4m0xab","Holy Family","holy-family","Philadelphia","Pennsylvania","","","","",""
"cmox2o1t9002rqtbkfpw7ptr0","Holyoke Community College","holyoke-community-college","","MA","","","","",""
"cmovorqqd00a9qt7gdkoh8sqj","Hood College","hood-college","","MD","","","","",""
"cmovorqrv00acqt7grthchj07","Hope College","hope-college","","MI","","","","",""
"cmox066bq005cqtgcwroasbo1","Hope International","hope-international","","CA","","","","",""
"cmovorqtc00afqt7g0yrctehp","Houghton University","houghton-university","","NY","","","","",""
"cmou87s2600loqt8ogi952e7u","Houston Christian University","houston-christian-university","Houston","TX","","","","",""
"cmox066d3005fqtgc1tg2a1cp","Houston-Victoria","houston-victoria","","TX","","","","",""
"cmox1gh9i0050qtsgegkjp2od","Howard College","howard-college","","TX","","","","",""
"cmovorquu00aiqt7gdj1esg9g","Howard Payne University","howard-payne-university","","TX","","","","",""
"cmox2o1ur002uqtbk6f6pwr6h","Hudson Valley Community College","hudson-valley-community-college","","NY","","","","",""
"cmovorqwb00alqt7gdt4gxnyy","Huntingdon College","huntingdon-college","","AL","","","","",""
"cmowzs0ic003iqt4w0udpeydi","Huntington","huntington","","IN","","","","",""
"cmovorqxq00aoqt7gsfpgl2e8","Husson University","husson-university","","ME","","","","",""
"cmox066g1005lqtgc9k82gfo7","Huston-Tillotson","huston-tillotson","","TX","","","","",""
"cmox1ghax0053qtsgc3bt8rz4","Hutchinson Community College","hutchinson-community-college","","KS","","","","",""
"cmowzs0jv003lqt4wamuq6dql","IU Columbus","iu-columbus","","IND.","","","","",""
"cmox066o70063qtgcesmejger","IU Kokomo","iu-kokomo","","IN","","","","",""
"cmovlhv8y008iqt202oxtjxdl","IUP","iup","Indiana","Pennsylvania","","","","",""
"cmox2377j005iqtfklxcbxnrb","Illinois Central College","illinois-central-college","","IL","","","","",""
"cmovorqz800arqt7g2eyh2tp1","Illinois College","illinois-college","","IL","","","","",""
"cmovorr0n00auqt7ghvxwat25","Illinois Institute of Technology","illinois-institute-of-technology","","IL","","","","",""
"cmou7wke000hcqt5sqqhjpdb9","Illinois State University","illinois-state-university","Normal","IL","","","","",""
"cmox2378w005lqtfkywoaesrx","Illinois Valley Community College","illinois-valley-community-college","","IL","","","","",""
"cmovorr2700axqt7gil3clmy4","Illinois Wesleyan University","illinois-wesleyan-university","","IL","","","","",""
"cmovorr3m00b0qt7g5wc8gzcs","Immaculata University","immaculata-university","","PA","","","","",""
"cmox1ghcd0056qtsgvfgyb4k7","Indian Hills Community College","indian-hills-community-college","","IA","","","","",""
"cmox1ghdt0059qtsg1nv7poph","Indian River State College","indian-river-state-college","","FL","","","","",""
"cmox066hf005oqtgcambkvktk","Indiana South Bend","indiana-south-bend","","IN","","","","",""
"cmox066is005rqtgc1k2001tz","Indiana Southeast","indiana-southeast","","IN","","","","",""
"cmou7wkff00hfqt5sve6yzh1q","Indiana State University","indiana-state-university","Terre Haute","IN","","","","",""
"cmox066k7005uqtgc83tqxsn0","Indiana Tech","indiana-tech","","IN","","","","",""
"cmoss3ude002rqtaoztf1hdin","Indiana University","indiana-university","Bloomington","IN","","","","",""
"cmox066lk005xqtgctz7oerky","Indiana Wesleyan","indiana-wesleyan","","IN","","","","",""
"cmovlhv7k008fqt20n34keoq5","Indianapolis","indianapolis","Indianapolis","Indiana","","","","",""
"cmox237ad005oqtfkd0s85n5f","Iowa Central Community College","iowa-central-community-college","","IA","","","","",""
"cmox237bs005rqtfkm2tjatrt","Iowa Lakes Community College","iowa-lakes-community-college","","IA","","","","",""
"cmosun0gl005iqtlg3rsb1jga","Iowa State University","iowa-state-university","Ames","IA","","","","",""
"cmox1ghf7005cqtsgi7e8tk0s","Iowa Western Community College","iowa-western-community-college","","IA","","","","",""
